20, 0, 0, 0, 0, 1, 0, 0, 0, 
40, 0, 0, 0, 0.625, 0.125, 0.25, 0, 0, 
60, 0, 0, 0.466667, 0.116667, 0.25, 0.0833333, 0.0833333, 0, 
80, 0, 0.3625, 0.1125, 0.2125, 0.125, 0.125, 0.0375, 0.025, 
100, 0.3, 0.09, 0.19, 0.14, 0.13, 0.07, 0.06, 0.02, 
120, 0.333333, 0.158333, 0.141667, 0.133333, 0.0833333, 0.0833333, 0.0333333, 0.0333333, 
140, 0.357143, 0.2, 0.128571, 0.0928571, 0.0928571, 0.05, 0.05, 0.0285714, 
160, 0.36875, 0.2125, 0.13125, 0.09375, 0.0625, 0.0625, 0.0375, 0.03125, 
180, 0.372222, 0.222222, 0.133333, 0.0888889, 0.0666667, 0.0444444, 0.0444444, 0.0277778, 
200, 0.37, 0.225, 0.14, 0.09, 0.06, 0.05, 0.035, 0.03, 
220, 0.363636, 0.231818, 0.140909, 0.0909091, 0.0636364, 0.0454545, 0.0363636, 0.0272727, 
240, 0.358333, 0.229167, 0.15, 0.0916667, 0.0625, 0.0458333, 0.0333333, 0.0291667, 
260, 0.35, 0.234615, 0.146154, 0.1, 0.0615385, 0.0461538, 0.0346154, 0.0269231, 
280, 0.342857, 0.232143, 0.153571, 0.0964286, 0.0678571, 0.0464286, 0.0321429, 0.0285714, 
300, 0.336667, 0.23, 0.153333, 0.103333, 0.0666667, 0.0466667, 0.0366667, 0.0266667, 
320, 0.328125, 0.23125, 0.15625, 0.103125, 0.06875, 0.05, 0.034375, 0.028125, 
340, 0.323529, 0.226471, 0.158824, 0.105882, 0.0705882, 0.05, 0.0352941, 0.0294118, 
360, 0.316667, 0.227778, 0.155556, 0.108333, 0.075, 0.05, 0.0361111, 0.0305556, 
380, 0.310526, 0.223684, 0.160526, 0.107895, 0.0763158, 0.0526316, 0.0368421, 0.0315789, 
400, 0.305, 0.2225, 0.1575, 0.1125, 0.0775, 0.0525, 0.04, 0.0325, 
420, 0.3, 0.219048, 0.159524, 0.111905, 0.0785714, 0.0571429, 0.0404762, 0.0333333, 
440, 0.293182, 0.220455, 0.156818, 0.113636, 0.0818182, 0.0568182, 0.0431818, 0.0340909, 
460, 0.28913, 0.215217, 0.16087, 0.113043, 0.0826087, 0.0586957, 0.0434783, 0.0369565, 
480, 0.283333, 0.216667, 0.15625, 0.116667, 0.0833333, 0.0604167, 0.0458333, 0.0375, 
500, 0.28, 0.212, 0.16, 0.114, 0.086, 0.062, 0.046, 0.04, 
520, 0.275, 0.211538, 0.157692, 0.117308, 0.0846154, 0.0634615, 0.05, 0.0403846, 
540, 0.272222, 0.207407, 0.159259, 0.116667, 0.087037, 0.0648148, 0.05, 0.0425926, 
560, 0.267857, 0.207143, 0.157143, 0.117857, 0.0875, 0.0660714, 0.0517857, 0.0446429, 
580, 0.263793, 0.205172, 0.156897, 0.118966, 0.087931, 0.0672414, 0.0534483, 0.0465517, 
600, 0.26, 0.203333, 0.156667, 0.118333, 0.09, 0.0683333, 0.055, 0.0483333, 
620, 0.256452, 0.201613, 0.156452, 0.119355, 0.0903226, 0.0693548, 0.0564516, 0.05, 
640, 0.253125, 0.2, 0.15625, 0.11875, 0.0921875, 0.0703125, 0.0578125, 0.0515625, 
660, 0.25, 0.198485, 0.154545, 0.121212, 0.0909091, 0.0727273, 0.0590909, 0.0530303, 
680, 0.247059, 0.197059, 0.154412, 0.119118, 0.0941176, 0.0735294, 0.0602941, 0.0544118, 
700, 0.244286, 0.195714, 0.152857, 0.121429, 0.0928571, 0.0757143, 0.0614286, 0.0557143, 
720, 0.241667, 0.193056, 0.154167, 0.119444, 0.0958333, 0.075, 0.0638889, 0.0569444, 
740, 0.239189, 0.191892, 0.152703, 0.121622, 0.0945946, 0.077027, 0.0648649, 0.0581081, 
760, 0.236842, 0.190789, 0.152632, 0.119737, 0.0973684, 0.0776316, 0.0657895, 0.0592105, 
780, 0.234615, 0.189744, 0.151282, 0.121795, 0.0961538, 0.0794872, 0.0666667, 0.0602564, 
800, 0.2325, 0.1875, 0.1525, 0.12, 0.09875, 0.07875, 0.06875, 0.06125, 
820, 0.229268, 0.187805, 0.15, 0.123171, 0.0963415, 0.0817073, 0.0682927, 0.0634146, 
840, 0.227381, 0.185714, 0.15119, 0.120238, 0.1, 0.0809524, 0.0702381, 0.0642857, 
860, 0.225581, 0.184884, 0.148837, 0.123256, 0.0976744, 0.0837209, 0.0709302, 0.0651163, 
