20, 0, 1, 
40, 0.75, 0.25, 
60, 0.666667, 0.333333, 
80, 0.625, 0.375, 
100, 0.6, 0.4, 
120, 0.583333, 0.416667, 
140, 0.571429, 0.428571, 
160, 0.5625, 0.4375, 
180, 0.555556, 0.444444, 
200, 0.55, 0.45, 
220, 0.545455, 0.454545, 
240, 0.541667, 0.458333, 
260, 0.538462, 0.461538, 
280, 0.535714, 0.464286, 
300, 0.533333, 0.466667, 
320, 0.53125, 0.46875, 
340, 0.529412, 0.470588, 
360, 0.527778, 0.472222, 
380, 0.526316, 0.473684, 
400, 0.525, 0.475, 
420, 0.52381, 0.47619, 
440, 0.522727, 0.477273, 
460, 0.521739, 0.478261, 
480, 0.520833, 0.479167, 
500, 0.52, 0.48, 
520, 0.519231, 0.480769, 
540, 0.518519, 0.481481, 
560, 0.517857, 0.482143, 
580, 0.517241, 0.482759, 
600, 0.516667, 0.483333, 
620, 0.516129, 0.483871, 
640, 0.515625, 0.484375, 
660, 0.515152, 0.484848, 
680, 0.514706, 0.485294, 
700, 0.514286, 0.485714, 
720, 0.513889, 0.486111, 
740, 0.513514, 0.486486, 
760, 0.513158, 0.486842, 
780, 0.512821, 0.487179, 
800, 0.5125, 0.4875, 
820, 0.512195, 0.487805, 
840, 0.511905, 0.488095, 
860, 0.511628, 0.488372, 
880, 0.511364, 0.488636, 
900, 0.511111, 0.488889, 
920, 0.51087, 0.48913, 
940, 0.510638, 0.489362, 
960, 0.510417, 0.489583, 
980, 0.510204, 0.489796, 
1000, 0.51, 0.49, 
1020, 0.509804, 0.490196, 
1040, 0.509615, 0.490385, 
1060, 0.509434, 0.490566, 
1080, 0.509259, 0.490741, 
1100, 0.509091, 0.490909, 
1120, 0.508929, 0.491071, 
1140, 0.508772, 0.491228, 
1160, 0.508621, 0.491379, 
1180, 0.508475, 0.491525, 
1200, 0.508333, 0.491667, 
1220, 0.508197, 0.491803, 
1240, 0.508065, 0.491935, 
1260, 0.507937, 0.492063, 
1280, 0.507812, 0.492188, 
1300, 0.507692, 0.492308, 
1320, 0.507576, 0.492424, 
1340, 0.507463, 0.492537, 
1360, 0.507353, 0.492647, 
1380, 0.507246, 0.492754, 
1400, 0.507143, 0.492857, 
1420, 0.507042, 0.492958, 
1440, 0.506944, 0.493056, 
1460, 0.506849, 0.493151, 
1480, 0.506757, 0.493243, 
1500, 0.506667, 0.493333, 
1520, 0.506579, 0.493421, 
1540, 0.506494, 0.493506, 
1560, 0.50641, 0.49359, 
1580, 0.506329, 0.493671, 
1600, 0.50625, 0.49375, 
1620, 0.506173, 0.493827, 
1640, 0.506098, 0.493902, 
1660, 0.506024, 0.493976, 
1680, 0.505952, 0.494048, 
1700, 0.505882, 0.494118, 
1720, 0.505814, 0.494186, 
1740, 0.505747, 0.494253, 
1760, 0.505682, 0.494318, 
1780, 0.505618, 0.494382, 
1800, 0.505556, 0.494444, 
1820, 0.505495, 0.494505, 
1840, 0.505435, 0.494565, 
1860, 0.505376, 0.494624, 
1880, 0.505319, 0.494681, 
1900, 0.505263, 0.494737, 
1920, 0.505208, 0.494792, 
1940, 0.505155, 0.494845, 
1960, 0.505102, 0.494898, 
1980, 0.50505, 0.494949, 
2000, 0.505, 0.495, 
2020, 0.504951, 0.49505, 
2040, 0.504902, 0.495098, 
2060, 0.504854, 0.495146, 
2080, 0.504808, 0.495192, 
2100, 0.504762, 0.495238, 
2120, 0.504717, 0.495283, 
2140, 0.504673, 0.495327, 
2160, 0.50463, 0.49537, 
2180, 0.504587, 0.495413, 
2200, 0.504545, 0.495455, 
2220, 0.504505, 0.495495, 
2240, 0.504464, 0.495536, 
2260, 0.504425, 0.495575, 
2280, 0.504386, 0.495614, 
2300, 0.504348, 0.495652, 
2320, 0.50431, 0.49569, 
