20, 0, 1, 
40, 0, 1, 
60, 0, 1, 
80, 0, 1, 
100, 0, 1, 
120, 0, 1, 
140, 0, 1, 
160, 0, 1, 
180, 0, 1, 
200, 0, 1, 
220, 0, 1, 
240, 0, 1, 
260, 0, 1, 
280, 0, 1, 
300, 0, 1, 
320, 0, 1, 
340, 0, 1, 
360, 0, 1, 
380, 0, 1, 
400, 0, 1, 
420, 0, 1, 
440, 0, 1, 
460, 0, 1, 
480, 0, 1, 
500, 0, 1, 
520, 0, 1, 
540, 0, 1, 
560, 0, 1, 
580, 0, 1, 
600, 0, 1, 
620, 0, 1, 
640, 0, 1, 
660, 0, 1, 
680, 0, 1, 
700, 0, 1, 
720, 0, 1, 
740, 0, 1, 
760, 0, 1, 
780, 0, 1, 
800, 0, 1, 
820, 0, 1, 
840, 0, 1, 
860, 0, 1, 
880, 0, 1, 
900, 0, 1, 
920, 0, 1, 
940, 0, 1, 
960, 0, 1, 
980, 0, 1, 
1000, 0, 1, 
1020, 0, 1, 
1040, 0, 1, 
1060, 0, 1, 
1080, 0, 1, 
1100, 0, 1, 
1120, 0, 1, 
1140, 0, 1, 
1160, 0, 1, 
1180, 0, 1, 
1200, 0, 1, 
1220, 0, 1, 
1240, 0, 1, 
1260, 0, 1, 
1280, 0, 1, 
1300, 0, 1, 
1320, 0, 1, 
1340, 0, 1, 
1360, 0, 1, 
1380, 0, 1, 
1400, 0, 1, 
1420, 0, 1, 
1440, 0, 1, 
1460, 0.5, 0.5, 
1480, 0.5, 0.5, 
1500, 0.5, 0.5, 
1520, 0.5, 0.5, 
1540, 0.5, 0.5, 
1560, 0.5, 0.5, 
1580, 0.5, 0.5, 
1600, 0.5, 0.5, 
1620, 0.5, 0.5, 
1640, 0.5, 0.5, 
1660, 0.5, 0.5, 
1680, 0.5, 0.5, 
1700, 0.5, 0.5, 
1720, 0.5, 0.5, 
1740, 0.5, 0.5, 
1760, 0.5, 0.5, 
1780, 0.5, 0.5, 
1800, 0.5, 0.5, 
1820, 0.5, 0.5, 
1840, 0.5, 0.5, 
1860, 0.5, 0.5, 
1880, 0.5, 0.5, 
1900, 0.5, 0.5, 
1920, 0.5, 0.5, 
1940, 0.5, 0.5, 
1960, 0.5, 0.5, 
1980, 0.5, 0.5, 
2000, 0.5, 0.5, 
2020, 0.5, 0.5, 
2040, 0.5, 0.5, 
2060, 0.5, 0.5, 
2080, 0.5, 0.5, 
2100, 0.5, 0.5, 
2120, 0.5, 0.5, 
2140, 0.5, 0.5, 
2160, 0.5, 0.5, 
2180, 0.5, 0.5, 
2200, 0.5, 0.5, 
2220, 0.5, 0.5, 
2240, 0.5, 0.5, 
2260, 0.5, 0.5, 
2280, 0.5, 0.5, 
2300, 0.5, 0.5, 
2320, 0.5, 0.5, 
2340, 0.5, 0.5, 
2360, 0.5, 0.5, 
2380, 0.5, 0.5, 
2400, 0.5, 0.5, 
2420, 0.5, 0.5, 
2440, 0.5, 0.5, 
2460, 0.5, 0.5, 
2480, 0.5, 0.5, 
2500, 0.5, 0.5, 
2520, 0.5, 0.5, 
2540, 0.5, 0.5, 
2560, 0.5, 0.5, 
2580, 0.5, 0.5, 
2600, 0.5, 0.5, 
2620, 0.5, 0.5, 
2640, 0.5, 0.5, 
2660, 0.5, 0.5, 
2680, 0.5, 0.5, 
2700, 0.5, 0.5, 
2720, 0.5, 0.5, 
2740, 0.5, 0.5, 
2760, 0.5, 0.5, 
2780, 0.5, 0.5, 
2800, 0.5, 0.5, 
2820, 0.5, 0.5, 
2840, 0.5, 0.5, 
2860, 0.5, 0.5, 
2880, 0.666667, 0.333333, 
2900, 0.666667, 0.333333, 
2920, 0.666667, 0.333333, 
2940, 0.666667, 0.333333, 
2960, 0.666667, 0.333333, 
2980, 0.666667, 0.333333, 
3000, 0.666667, 0.333333, 
3020, 0.666667, 0.333333, 
3040, 0.666667, 0.333333, 
3060, 0.666667, 0.333333, 
3080, 0.666667, 0.333333, 
3100, 0.666667, 0.333333, 
3120, 0.666667, 0.333333, 
3140, 0.666667, 0.333333, 
3160, 0.666667, 0.333333, 
3180, 0.666667, 0.333333, 
3200, 0.666667, 0.333333, 
3220, 0.666667, 0.333333, 
3240, 0.666667, 0.333333, 
3260, 0.666667, 0.333333, 
3280, 0.666667, 0.333333, 
3300, 0.666667, 0.333333, 
3320, 0.666667, 0.333333, 
3340, 0.666667, 0.333333, 
3360, 0.5, 0.5, 
3380, 0.5, 0.5, 
3400, 0.5, 0.5, 
3420, 0.5, 0.5, 
3440, 0.5, 0.5, 
3460, 0.5, 0.5, 
3480, 0.5, 0.5, 
3500, 0.5, 0.5, 
3520, 0.5, 0.5, 
3540, 0.5, 0.5, 
3560, 0.5, 0.5, 
3580, 0.5, 0.5, 
3600, 0.5, 0.5, 
3620, 0.5, 0.5, 
3640, 0.5, 0.5, 
3660, 0.5, 0.5, 
3680, 0.5, 0.5, 
3700, 0.5, 0.5, 
3720, 0.5, 0.5, 
3740, 0.5, 0.5, 
3760, 0.5, 0.5, 
3780, 0.5, 0.5, 
3800, 0.5, 0.5, 
3820, 0.5, 0.5, 
3840, 0.6, 0.4, 
3860, 0.6, 0.4, 
3880, 0.6, 0.4, 
3900, 0.6, 0.4, 
3920, 0.6, 0.4, 
3940, 0.6, 0.4, 
3960, 0.6, 0.4, 
3980, 0.6, 0.4, 
4000, 0.6, 0.4, 
4020, 0.6, 0.4, 
4040, 0.6, 0.4, 
4060, 0.6, 0.4, 
4080, 0.6, 0.4, 
4100, 0.6, 0.4, 
4120, 0.6, 0.4, 
4140, 0.6, 0.4, 
4160, 0.6, 0.4, 
4180, 0.6, 0.4, 
4200, 0.6, 0.4, 
4220, 0.6, 0.4, 
4240, 0.6, 0.4, 
4260, 0.6, 0.4, 
4280, 0.6, 0.4, 
4300, 0.6, 0.4, 
4320, 0.6, 0.4, 
4340, 0.6, 0.4, 
4360, 0.6, 0.4, 
4380, 0.6, 0.4, 
4400, 0.6, 0.4, 
4420, 0.6, 0.4, 
4440, 0.6, 0.4, 
4460, 0.6, 0.4, 
4480, 0.6, 0.4, 
4500, 0.6, 0.4, 
4520, 0.6, 0.4, 
4540, 0.6, 0.4, 
4560, 0.6, 0.4, 
4580, 0.6, 0.4, 
4600, 0.6, 0.4, 
4620, 0.5, 0.5, 
4640, 0.5, 0.5, 
4660, 0.5, 0.5, 
4680, 0.5, 0.5, 
4700, 0.444444, 0.555556, 
4720, 0.5, 0.5, 
4740, 0.545455, 0.454545, 
4760, 0.545455, 0.454545, 
4780, 0.545455, 0.454545, 
4800, 0.545455, 0.454545, 
4820, 0.545455, 0.454545, 
4840, 0.545455, 0.454545, 
4860, 0.538462, 0.461538, 
4880, 0.538462, 0.461538, 
4900, 0.538462, 0.461538, 
4920, 0.538462, 0.461538, 
4940, 0.538462, 0.461538, 
4960, 0.538462, 0.461538, 
4980, 0.538462, 0.461538, 
5000, 0.538462, 0.461538, 
