20, 0, 0, 1, 0, 
40, 0, 0, 1, 0, 
60, 0, 0, 1, 0, 
80, 0, 0, 1, 0, 
100, 0, 0, 1, 0, 
120, 0, 0, 1, 0, 
140, 0, 0, 1, 0, 
160, 0, 0, 1, 0, 
180, 0, 0, 1, 0, 
200, 0, 0, 1, 0, 
220, 0, 0, 1, 0, 
240, 0, 0, 1, 0, 
260, 0, 0, 1, 0, 
280, 0, 0, 1, 0, 
300, 0, 0, 1, 0, 
320, 0, 0, 1, 0, 
340, 0, 0, 1, 0, 
360, 0, 0, 1, 0, 
380, 0, 0, 1, 0, 
400, 0, 0, 1, 0, 
420, 0, 0, 1, 0, 
440, 0, 0, 1, 0, 
460, 0, 0, 1, 0, 
480, 0, 0, 0.5, 0.5, 
500, 0, 0, 0.5, 0.5, 
520, 0, 0, 0.5, 0.5, 
540, 0, 0, 0.5, 0.5, 
560, 0, 0, 0.5, 0.5, 
580, 0, 0, 0.5, 0.5, 
600, 0, 0, 0.5, 0.5, 
620, 0, 0, 0.5, 0.5, 
640, 0, 0, 0.5, 0.5, 
660, 0, 0, 0.5, 0.5, 
680, 0, 0, 0.5, 0.5, 
700, 0, 0, 0.5, 0.5, 
720, 0, 0, 0.5, 0.5, 
740, 0, 0, 0.5, 0.5, 
760, 0, 0, 0.5, 0.5, 
780, 0, 0, 0.5, 0.5, 
800, 0, 0, 0.5, 0.5, 
820, 0, 0, 0.5, 0.5, 
840, 0, 0, 0.5, 0.5, 
860, 0, 0, 0.5, 0.5, 
880, 0, 0, 0.5, 0.5, 
900, 0, 0, 0.5, 0.5, 
920, 0, 0, 0.333333, 0.666667, 
940, 0, 0, 0.333333, 0.666667, 
960, 0, 0, 0.333333, 0.666667, 
980, 0, 0, 0.333333, 0.666667, 
1000, 0, 0, 0.333333, 0.666667, 
1020, 0, 0, 0.333333, 0.666667, 
1040, 0, 0, 0.333333, 0.666667, 
1060, 0, 0, 0.333333, 0.666667, 
1080, 0, 0, 0.333333, 0.666667, 
1100, 0, 0, 0.333333, 0.666667, 
1120, 0, 0, 0.333333, 0.666667, 
1140, 0, 0, 0.333333, 0.666667, 
1160, 0, 0, 0.333333, 0.666667, 
1180, 0, 0, 0.333333, 0.666667, 
1200, 0, 0, 0.333333, 0.666667, 
1220, 0, 0, 0.333333, 0.666667, 
1240, 0, 0, 0.333333, 0.666667, 
1260, 0, 0, 0.333333, 0.666667, 
1280, 0, 0, 0.333333, 0.666667, 
1300, 0, 0, 0.333333, 0.666667, 
1320, 0, 0, 0.333333, 0.666667, 
1340, 0, 0, 0.333333, 0.666667, 
1360, 0, 0, 0.333333, 0.666667, 
1380, 0, 0, 0.333333, 0.666667, 
1400, 0, 0, 0.333333, 0.666667, 
1420, 0, 0, 0.333333, 0.666667, 
1440, 0, 0, 0.333333, 0.666667, 
1460, 0, 0, 0.333333, 0.666667, 
1480, 0, 0, 0.333333, 0.666667, 
1500, 0, 0, 0.333333, 0.666667, 
1520, 0, 0, 0.333333, 0.666667, 
1540, 0, 0, 0.333333, 0.666667, 
1560, 0, 0, 0.333333, 0.666667, 
1580, 0, 0, 0.333333, 0.666667, 
1600, 0, 0, 0.333333, 0.666667, 
1620, 0, 0, 0.333333, 0.666667, 
1640, 0, 0, 0.333333, 0.666667, 
1660, 0, 0, 0.333333, 0.666667, 
1680, 0, 0, 0.333333, 0.666667, 
1700, 0, 0, 0.333333, 0.666667, 
1720, 0, 0, 0.333333, 0.666667, 
1740, 0, 0, 0.333333, 0.666667, 
1760, 0, 0, 0.25, 0.75, 
1780, 0, 0, 0.5, 0.5, 
1800, 0, 0.25, 0.25, 0.5, 
1820, 0, 0.25, 0.25, 0.5, 
1840, 0, 0.25, 0.25, 0.5, 
1860, 0, 0.25, 0.25, 0.5, 
1880, 0, 0.25, 0.25, 0.5, 
1900, 0, 0.25, 0.25, 0.5, 
1920, 0, 0.25, 0.25, 0.5, 
1940, 0, 0.25, 0.25, 0.5, 
1960, 0, 0.25, 0.25, 0.5, 
1980, 0, 0.25, 0.25, 0.5, 
2000, 0, 0.25, 0.25, 0.5, 
2020, 0, 0.25, 0.25, 0.5, 
2040, 0, 0.25, 0.25, 0.5, 
2060, 0, 0.25, 0.25, 0.5, 
2080, 0, 0.25, 0.25, 0.5, 
2100, 0, 0.25, 0.25, 0.5, 
2120, 0, 0.2, 0.4, 0.4, 
2140, 0, 0.2, 0.4, 0.4, 
2160, 0, 0.2, 0.4, 0.4, 
2180, 0, 0.2, 0.4, 0.4, 
2200, 0, 0.2, 0.4, 0.4, 
2220, 0, 0.2, 0.4, 0.4, 
2240, 0, 0.333333, 0.333333, 0.333333, 
2260, 0.166667, 0.166667, 0.333333, 0.333333, 
2280, 0.166667, 0.166667, 0.333333, 0.333333, 
2300, 0.166667, 0.166667, 0.333333, 0.333333, 
2320, 0.166667, 0.166667, 0.333333, 0.333333, 
2340, 0.166667, 0.166667, 0.333333, 0.333333, 
2360, 0.166667, 0.166667, 0.333333, 0.333333, 
2380, 0.166667, 0.166667, 0.333333, 0.333333, 
2400, 0.166667, 0.166667, 0.333333, 0.333333, 
2420, 0.166667, 0.166667, 0.333333, 0.333333, 
2440, 0.166667, 0.166667, 0.333333, 0.333333, 
2460, 0.166667, 0.166667, 0.333333, 0.333333, 
2480, 0.166667, 0.166667, 0.333333, 0.333333, 
2500, 0.166667, 0.166667, 0.333333, 0.333333, 
2520, 0.166667, 0.166667, 0.333333, 0.333333, 
2540, 0.166667, 0.166667, 0.333333, 0.333333, 
2560, 0.166667, 0.166667, 0.333333, 0.333333, 
2580, 0.166667, 0.166667, 0.333333, 0.333333, 
2600, 0.166667, 0.166667, 0.333333, 0.333333, 
2620, 0.166667, 0.166667, 0.333333, 0.333333, 
2640, 0.142857, 0.142857, 0.285714, 0.428571, 
2660, 0.142857, 0.142857, 0.285714, 0.428571, 
2680, 0.142857, 0.142857, 0.285714, 0.428571, 
2700, 0.25, 0.125, 0.25, 0.375, 
2720, 0.25, 0.125, 0.25, 0.375, 
2740, 0.25, 0.125, 0.25, 0.375, 
2760, 0.222222, 0.111111, 0.222222, 0.444444, 
2780, 0.222222, 0.111111, 0.333333, 0.333333, 
2800, 0.222222, 0.222222, 0.222222, 0.333333, 
2820, 0.2, 0.2, 0.2, 0.4, 
2840, 0.2, 0.2, 0.3, 0.3, 
2860, 0.2, 0.2, 0.3, 0.3, 
2880, 0.2, 0.2, 0.3, 0.3, 
2900, 0.2, 0.2, 0.3, 0.3, 
2920, 0.2, 0.2, 0.3, 0.3, 
2940, 0.181818, 0.181818, 0.363636, 0.272727, 
2960, 0.181818, 0.272727, 0.272727, 0.272727, 
2980, 0.181818, 0.272727, 0.272727, 0.272727, 
3000, 0.181818, 0.272727, 0.272727, 0.272727, 
3020, 0.181818, 0.272727, 0.272727, 0.272727, 
3040, 0.166667, 0.25, 0.333333, 0.25, 
3060, 0.166667, 0.25, 0.333333, 0.25, 
3080, 0.166667, 0.25, 0.333333, 0.25, 
3100, 0.153846, 0.230769, 0.384615, 0.230769, 
3120, 0.153846, 0.230769, 0.307692, 0.307692, 
3140, 0.153846, 0.230769, 0.307692, 0.307692, 
3160, 0.153846, 0.230769, 0.307692, 0.307692, 
3180, 0.153846, 0.230769, 0.307692, 0.307692, 
3200, 0.153846, 0.230769, 0.307692, 0.307692, 
3220, 0.142857, 0.285714, 0.285714, 0.285714, 
3240, 0.214286, 0.214286, 0.285714, 0.285714, 
3260, 0.214286, 0.214286, 0.285714, 0.285714, 
3280, 0.214286, 0.214286, 0.285714, 0.285714, 
3300, 0.2, 0.2, 0.266667, 0.333333, 
3320, 0.2, 0.2, 0.266667, 0.333333, 
3340, 0.2, 0.2, 0.266667, 0.333333, 
3360, 0.2, 0.2, 0.266667, 0.333333, 
3380, 0.1875, 0.1875, 0.25, 0.375, 
3400, 0.1875, 0.1875, 0.3125, 0.3125, 
3420, 0.1875, 0.25, 0.25, 0.3125, 
3440, 0.235294, 0.235294, 0.235294, 0.294118, 
3460, 0.235294, 0.235294, 0.235294, 0.294118, 
3480, 0.235294, 0.235294, 0.235294, 0.294118, 
3500, 0.222222, 0.222222, 0.277778, 0.277778, 
3520, 0.222222, 0.222222, 0.277778, 0.277778, 
3540, 0.222222, 0.222222, 0.277778, 0.277778, 
3560, 0.222222, 0.222222, 0.277778, 0.277778, 
3580, 0.210526, 0.210526, 0.315789, 0.263158, 
3600, 0.210526, 0.263158, 0.263158, 0.263158, 
3620, 0.210526, 0.263158, 0.263158, 0.263158, 
3640, 0.210526, 0.263158, 0.263158, 0.263158, 
3660, 0.210526, 0.263158, 0.263158, 0.263158, 
3680, 0.2, 0.3, 0.25, 0.25, 
3700, 0.25, 0.25, 0.25, 0.25, 
3720, 0.25, 0.25, 0.25, 0.25, 
3740, 0.25, 0.25, 0.25, 0.25, 
3760, 0.227273, 0.272727, 0.227273, 0.272727, 
3780, 0.217391, 0.304348, 0.217391, 0.26087, 
3800, 0.217391, 0.26087, 0.26087, 0.26087, 
3820, 0.217391, 0.26087, 0.26087, 0.26087, 
3840, 0.24, 0.24, 0.24, 0.28, 
